V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,class
0.393413421,0.031821886,0.040088118,0.032471568,0.050830159,0.069282201,0.212724937,0.293764891,0.170785538,0.179755927,0.226658695,0.343267492,0.813104775,3.396207768,0.64614308,0.422088669,0m
0.111142791,0.153890295,0.180068404,0.186435986,0.231609895,0.23524354,0.480274281,0.24818539,0.196420467,0.252057412,0.31354901,0.468244479,0.954500443,3.161656905,0.442143917,0.157784135,0m
0.502614305,0.04606287,0.047243863,0.057216875,0.092876759,0.153489507,0.577037052,0.433259519,0.176463622,0.155493422,0.185598972,0.302799751,0.777428458,3.449414683,0.721940745,0.479239537,0m
0.457868387,0.032608738,0.024799005,0.032315912,0.053897516,0.10079865,0.641217241,0.654778463,0.351081087,0.31821385,0.351696105,0.487106949,0.960077996,3.381411164,0.531509313,0.294334734,0m
0.682614415,0.172664634,0.188021352,0.20728663,0.237220301,0.341176848,0.935003348,0.449308426,0.119465895,0.143240728,0.206166098,0.349268574,0.823035023,3.514340784,0.642852837,0.393418408,0m
0.402592126,0.073233884,0.085443378,0.104941158,0.134925984,0.187811779,0.754950449,0.621604935,0.30109462,0.25965629,0.299370503,0.423900376,0.866191502,3.378985343,0.582056243,0.358194204,0m
0.061852082,0.193842438,0.192803425,0.217728638,0.248567249,0.345398782,0.89359219,0.488266606,0.247,0.253526404,0.323139939,0.462707401,0.916417286,3.18635733,0.433997715,0.145265895,0m
0.524305636,0.074378914,0.081585774,0.118349456,0.159363756,0.249059911,0.861642106,0.542181468,0.187555325,0.125273925,0.138723654,0.258546146,0.694621907,3.387813186,0.719745559,0.487735905,0m
0.258897084,0.0040818,0.014051399,0.026326701,0.036364037,0.137291821,0.743125012,0.693801115,0.372566571,0.318562827,0.359206382,0.462947269,0.904652948,3.131949733,0.472559108,0.239196221,0m
0.513895184,0.146649661,0.169393709,0.200443224,0.235565667,0.324671267,0.933619169,0.436675799,0.123200041,0.111880819,0.160190984,0.302390956,0.735150595,3.256773016,0.642036749,0.412361396,0m
0.264256277,0.094277415,0.086790583,0.099269578,0.131131284,0.204051577,0.772479814,0.596593972,0.318029889,0.265323195,0.298978969,0.411137682,0.8395627,3.135840967,0.539186746,0.323783298,0m
0.076812759,0.188601874,0.196638598,0.214342295,0.223349528,0.349654761,0.89701853,0.508682545,0.253869927,0.23506154,0.309184282,0.434212098,0.891173063,3.050223555,0.402858808,0.131267222,0m
0.464983269,0.09473935,0.099043013,0.135301973,0.196426243,0.287223743,0.879667784,0.527640361,0.180474929,0.098795925,0.112447486,0.233929154,0.678338803,3.277772043,0.695267714,0.48683179,0m
0.174826142,0.026939258,0.020187552,0.030112212,0.05359506,0.166767227,0.776111486,0.741372206,0.391879637,0.335830532,0.361103783,0.465893775,0.907463117,3.048317262,0.437201467,0.209580604,0m
0.46170692,0.163687355,0.173661969,0.202284051,0.258596959,0.342048494,1.003749893,0.548780653,0.156448841,0.089419727,0.129257998,0.263892231,0.712505897,3.250862227,0.641530018,0.436695705,0m
0.221678777,0.08501224,0.092297561,0.116082723,0.15243135,0.24012436,0.876746934,0.710775949,0.342252801,0.283354294,0.319257486,0.421561688,0.849606076,3.071416222,0.474524932,0.27828467,0m
0.171132522,0.173842443,0.19706315,0.216408324,0.230846284,0.346674368,0.98555389,0.608421164,0.273499122,0.248516499,0.303062082,0.43305122,0.871079499,2.992487213,0.382560242,0.122121597,0m
0.441182865,0.133762042,0.126343631,0.162063294,0.206720793,0.317831636,0.978497135,0.573299029,0.169926337,0.082566108,0.094813828,0.204291279,0.640160538,3.208878587,0.683549457,0.48458556,0m
0.167160103,0.017538941,0.020969411,0.026028963,0.040316364,0.167529941,0.814457805,0.754091312,0.384241812,0.332396345,0.360550576,0.452337159,0.882219707,2.935115586,0.397310873,0.178367791,0m
0.404397948,0.158132231,0.160166086,0.186097317,0.229391279,0.348168485,1.012631938,0.551804335,0.144140799,0.067501401,0.102810225,0.24150921,0.657280413,3.151556385,0.644863118,0.442892722,0m
0.337203351,0.095925675,0.075933129,0.104604032,0.136549833,0.232293163,0.889886389,0.710845362,0.342508817,0.290842408,0.313698145,0.41491319,0.82935486,2.939564003,0.452700131,0.258506156,0m
0.395397218,0.197412632,0.211246606,0.214530058,0.249059256,0.337647145,1.010542272,0.597915084,0.258265135,0.242558676,0.28949283,0.41330993,0.834014441,2.875209395,0.402466557,0.138755711,0m
0.421139407,0.124324008,0.155926889,0.159397943,0.229557113,0.315986785,0.989024405,0.559405166,0.161647641,0.069829802,0.09381846,0.2077583,0.599874297,3.048492199,0.654076224,0.465894973,0m
0.244078184,0.009350301,0.031900802,0.028651576,0.057620704,0.159967882,0.82283662,0.746241633,0.380935533,0.338097231,0.348685742,0.449135835,0.830219835,2.747953951,0.382048908,0.149038338,0m
0.408135394,0.105792211,0.129354773,0.146075678,0.206432519,0.28796065,0.90226453,0.511510253,0.146287696,0.05941333,0.094467141,0.213373506,0.607340823,2.959967614,0.649353202,0.461826196,0m
0.184296772,0.116015979,0.105009625,0.107621826,0.123939302,0.214529252,0.748061635,0.58559189,0.296210753,0.269834692,0.299564292,0.403893797,0.800007718,2.732759327,0.43543179,0.216083772,0m
0.180473876,0.172739457,0.164686422,0.17515286,0.204780815,0.282060013,0.786589833,0.458261659,0.218666435,0.21171286,0.26496791,0.376012053,0.770292229,2.730089978,0.411671791,0.194345536,0m
0.404047225,0.122039306,0.138981659,0.143442336,0.179242225,0.259058901,0.769298689,0.382034603,0.084802358,0.041152607,0.097743842,0.216500493,0.60773674,2.908478018,0.618271402,0.41853474,0m
0.087126575,0.022625296,0.029749063,0.041163104,0.012230645,0.077986421,0.517800262,0.565683835,0.316524249,0.310166654,0.335558611,0.444725138,0.84214598,2.705071173,0.360393647,0.113670746,0m
0.403771148,0.085707563,0.103166621,0.094125216,0.143427161,0.198385926,0.672445347,0.303159608,0.071355799,0.025049895,0.088592627,0.223041069,0.649835633,3.063047325,0.666071896,0.471875622,0m
0.332580817,0.097051017,0.089489106,0.087744495,0.106464017,0.14536839,0.531284054,0.468641913,0.272403598,0.286297577,0.315503762,0.442603036,0.887561002,2.982700814,0.44220657,0.202370594,0m
0.466819194,0.157517556,0.159071732,0.18357472,0.229245232,0.265476632,0.675845338,0.282043761,0.161129637,0.194131891,0.255843008,0.38282598,0.83372227,3.132688055,0.520552262,0.309388312,0m
0.402021616,0.119803652,0.137617844,0.147801796,0.160953761,0.238831625,0.634755535,0.267884186,0.067650647,0.104893677,0.170239979,0.304082537,0.752040841,3.285187541,0.631982096,0.40090016,0m
0.227717237,0.088935878,0.079717992,0.077244367,0.071694726,0.087295425,0.408284492,0.496250291,0.313002316,0.311369245,0.35212525,0.47486199,0.944227921,3.117999112,0.41226344,0.14892123,0m
0.549713107,0.044723318,0.050740287,0.070855544,0.088003806,0.152647586,0.541974261,0.300742769,0.067173283,0.037181058,0.090007126,0.22752756,0.696206686,3.410580912,0.729347655,0.508754358,0m
0.428781926,0.090651327,0.103712115,0.098385932,0.114698977,0.118752575,0.40670635,0.426719017,0.272535961,0.296335379,0.340256028,0.458394504,0.943627471,3.200227023,0.458457782,0.198218248,0m
0.502146214,0.138337096,0.151618861,0.167243572,0.200327383,0.239470111,0.532279481,0.219610419,0.134321443,0.182730155,0.247718674,0.38271426,0.847789101,3.297316923,0.554952839,0.337200771,0m
0.392612812,0.136166781,0.131463909,0.14553566,0.144470238,0.214372304,0.492960676,0.153172506,0.075141533,0.134124752,0.18711624,0.326289,0.796454475,3.359911787,0.633461542,0.392510769,0m
0.106721413,0.096327713,0.102594375,0.100242314,0.064023974,0.084028354,0.245558164,0.412831046,0.283761396,0.306441349,0.350872698,0.477978635,0.944129795,3.192629284,0.439424137,0.178952378,0m
0.472856109,0.025382782,0.033301873,0.047768771,0.069998919,0.115580882,0.368684932,0.194044918,0.04052419,0.047309997,0.10746744,0.228551143,0.697306999,3.471974335,0.734466389,0.49946932,0m
0.286128153,0.133169638,0.125871801,0.115279147,0.143936579,0.135919097,0.287385836,0.359940158,0.252685773,0.289864851,0.334344165,0.477146656,0.940610473,3.222202796,0.458849312,0.185717378,0m
0.419296554,0.130772275,0.124204637,0.137378523,0.159007239,0.191994858,0.418570927,0.189704226,0.135633772,0.192166797,0.251113706,0.372041988,0.832687131,3.358306518,0.598413547,0.367382044,0m
0.360323466,0.112501414,0.126773581,0.148627461,0.144095763,0.196473555,0.416265057,0.100048999,0.080790222,0.154202118,0.212623356,0.351554195,0.822570198,3.400279726,0.634986149,0.400616413,0m
0.136771123,0.101597606,0.105311182,0.100828779,0.086944084,0.075056771,0.136922329,0.348324819,0.271383879,0.287935786,0.341168245,0.483900029,0.960236089,3.283725126,0.469281429,0.205923926,0m
0.475573633,0.010688859,0.02670472,0.038936903,0.045416615,0.068184167,0.251357593,0.106799789,0.047300106,0.085181974,0.139944581,0.270761858,0.755542567,3.531983912,0.732887258,0.505274504,0m
0.27420609,0.129008146,0.147925052,0.14719443,0.138812567,0.168935466,0.241824743,0.241123406,0.223011233,0.261761042,0.326457661,0.470225919,0.970439721,3.284492404,0.444896042,0.168757468,0m
0.401618052,0.078468257,0.086502472,0.100044816,0.090691478,0.117793525,0.219003091,0.143198908,0.148997483,0.17549157,0.236133637,0.359030121,0.846913594,3.412575138,0.633132715,0.413556399,0m
0.326866639,0.125027493,0.115952951,0.125283566,0.130562807,0.158915362,0.297940757,0.049091537,0.121603372,0.181822226,0.245164154,0.365955211,0.864332502,3.399825056,0.606399568,0.380212483,0m
0.184809632,0.114350938,0.106113609,0.10854989,0.109967566,0.105504432,0.007312628,0.27135177,0.239504697,0.2646867,0.313006471,0.461339574,0.947294745,3.291780335,0.482879961,0.243754448,0m
0.435492939,0.016386939,0.008901065,0.011381631,0.043006404,0.045595601,0.126152158,0.117454491,0.074282232,0.10792208,0.163036278,0.277453538,0.746879207,3.484288545,0.708117685,0.475993679,0m
0.180203996,0.163002817,0.140134768,0.16600156,0.157469006,0.194136924,0.254724136,0.127067376,0.205020048,0.247053469,0.333681305,0.472257869,0.952296315,3.262178733,0.437094141,0.154650642,0m
0.393393569,0.050935692,0.047867421,0.050131372,0.055253218,0.03250254,0.027730248,0.217838927,0.141718347,0.164066801,0.222594204,0.350143662,0.807425304,3.47512957,0.676100055,0.449188781,0m
0.385175934,0.073650915,0.094536599,0.101585836,0.09301913,0.095557862,0.127764166,0.23105796,0.194733485,0.237698773,0.288167034,0.413906863,0.884160993,3.439998905,0.595156912,0.347029439,0m
0.372505919,0.12977122,0.133681028,0.141358081,0.144796464,0.173824518,0.313648442,0.193701605,0.18029523,0.212355564,0.284766437,0.429555318,0.906761911,3.387775568,0.551679177,0.316126446,0m
0.408825244,0.028518366,0.030727108,0.023204011,0.027219272,0.040394329,0.17685019,0.236195495,0.176076801,0.173025574,0.2242872,0.341767443,0.808595716,3.47486476,0.676298682,0.447576592,0m
0.107331356,0.161088303,0.163970951,0.184240036,0.202233697,0.240152992,0.410050542,0.171839413,0.180393265,0.234606607,0.321696586,0.462232417,0.967728222,3.230847803,0.434492516,0.151218692,0m
0.418712407,0.0192262,0.018701522,0.026012024,0.038694706,0.08147548,0.316618497,0.289533121,0.147472167,0.140069073,0.187850375,0.299460935,0.763650862,3.37023178,0.675717942,0.456748066,0m
0.282818104,0.062621233,0.055203313,0.052159459,0.048965322,0.030718537,0.331930651,0.453365388,0.267145878,0.277598302,0.31481614,0.436792409,0.891133636,3.234081498,0.524241085,0.292974077,0m
0.439863183,0.169702213,0.177114211,0.177581005,0.212619309,0.280937651,0.691399435,0.304483675,0.132508754,0.171667377,0.23713467,0.377706667,0.849574087,3.331137925,0.589404382,0.368136907,0m
0.41953212,0.078771162,0.082818045,0.085721948,0.118315667,0.176675851,0.68270785,0.556944425,0.275099546,0.262089242,0.295415446,0.406798061,0.875598608,3.437376741,0.623903901,0.384939362,0m
0.212962015,0.212995545,0.197688873,0.223334276,0.268206599,0.340999861,0.899382807,0.486400325,0.257415248,0.277824403,0.336740881,0.483120056,0.986767612,3.367914376,0.454234846,0.166883088,0m
0.682782323,0.064599286,0.090405631,0.10739845,0.140191503,0.242699664,0.851785315,0.52077167,0.20895667,0.143353853,0.163430339,0.272881454,0.746897237,3.601299855,0.752498746,0.515064757,0m
0.426672732,0.006480829,0.008740817,0.0201438,0.059252432,0.127616513,0.699428947,0.660222473,0.358065427,0.337571412,0.359271836,0.479682395,0.947394748,3.318285275,0.49895416,0.26588245,0m
0.576732468,0.176235292,0.179381479,0.197271714,0.232805875,0.328945141,0.896349293,0.437822093,0.14449474,0.135093423,0.189912154,0.319706905,0.801461069,3.371615718,0.643179324,0.411130024,0m
0.322728183,0.075243133,0.092344368,0.088358122,0.135667468,0.200912045,0.766252783,0.636056107,0.304967966,0.296181189,0.297151112,0.414331882,0.882134943,3.249573084,0.54312548,0.313566033,0m
0.020207424,0.177258526,0.188701111,0.216811492,0.267611588,0.338194536,0.897048428,0.547016632,0.239551351,0.259299655,0.312018397,0.451627506,0.926758964,3.113299065,0.410606782,0.158226765,0m
0.523229605,0.104553048,0.097951191,0.117314663,0.146791347,0.264222999,0.849488841,0.540798992,0.168802162,0.124643378,0.13570529,0.236087497,0.684808616,3.341925252,0.694784907,0.483468262,0m
0.249044454,0.033672455,0.005792507,0.024627365,0.064085497,0.128284385,0.696910194,0.684600851,0.36594296,0.324808655,0.346603857,0.469052511,0.903313406,3.088602752,0.459357763,0.212579422,0m
0.462411289,0.15630295,0.161744578,0.190348862,0.209335456,0.324632353,0.919738308,0.458726355,0.121102023,0.113116314,0.159277914,0.282703712,0.70784195,3.235095039,0.635588139,0.408492724,0m
0.258678488,0.090763595,0.095175241,0.101181872,0.150132626,0.215558152,0.843213511,0.674364916,0.329359682,0.286761117,0.311753192,0.425452973,0.848790336,3.105695544,0.517735333,0.289288539,0m
0.118478437,0.199410306,0.19522701,0.216200865,0.269315686,0.350688881,1.004160176,0.597105491,0.277345074,0.266889652,0.319842669,0.444978046,0.896238049,3.029703787,0.41995612,0.158240803,0m
0.4728298,0.110432779,0.124962847,0.156728808,0.202943716,0.315096629,0.994649968,0.557518184,0.172978178,0.098691395,0.10265106,0.220964745,0.636442636,3.251083539,0.701291871,0.471124145,0m
0.132775977,0.001954116,0.011170597,0.037062479,0.077695154,0.163358263,0.827929368,0.731190085,0.393519567,0.335243903,0.354327609,0.467628529,0.894789049,2.949770016,0.417536016,0.190068489,0m
0.416589774,0.147733623,0.154132642,0.182777078,0.212969469,0.333436325,1.007612649,0.54511921,0.15882695,0.087548145,0.111124012,0.227747218,0.659517767,3.139949519,0.645095445,0.431525068,0m
0.349269065,0.087226601,0.090958723,0.111145451,0.140951081,0.227940627,0.893221252,0.698979853,0.335069485,0.292651766,0.311890662,0.415229542,0.839213103,2.850953449,0.428658699,0.228002647,0m
0.243736005,0.167415269,0.180830297,0.197631331,0.243399498,0.334800372,0.877261123,0.53786767,0.259763007,0.245242674,0.292441462,0.419024575,0.883378562,2.696200969,0.410198144,0.181675748,0m
0.423964739,0.103581724,0.118242901,0.14043509,0.19084099,0.262699804,0.752424558,0.310117481,0.067699114,0.05261559,0.132504383,0.238341618,0.681332354,2.935098741,0.6453935,0.436576853,0m
0.192896293,0.098292417,0.083270967,0.067895359,0.079010137,0.08456708,0.442188876,0.495800814,0.331252064,0.309311018,0.361302253,0.492383211,0.986586711,3.047135277,0.399657636,0.142060453,0m
0.537877979,0.0443465,0.042414959,0.049844595,0.079169025,0.144706499,0.440660072,0.259507801,0.053743093,0.026322306,0.091657151,0.231785015,0.710478589,3.454127971,0.743010739,0.518557922,0m
0.288292386,0.124842177,0.117825845,0.119458068,0.113379193,0.145278938,0.287440681,0.357394766,0.265387434,0.274479315,0.344219459,0.474646288,0.951827368,3.206498734,0.457211383,0.213223749,0m
0.433227331,0.13067693,0.120699727,0.128535688,0.143122688,0.185766487,0.385694883,0.224884795,0.141054883,0.16778378,0.248573386,0.390222586,0.847199703,3.35405763,0.611424227,0.37275143,0m
0.361182281,0.105234523,0.118047758,0.134471922,0.166777153,0.180483779,0.345561272,0.041591986,0.103426109,0.148845101,0.221461605,0.368953168,0.835640892,3.421676075,0.634764974,0.398461648,0m
0.169915567,0.090728981,0.116367461,0.112316945,0.109143613,0.099670326,0.045005113,0.303689687,0.247109227,0.271362405,0.338739522,0.467079251,0.954951209,3.289747984,0.493836177,0.235797147,0m
0.466936398,0.009008807,0.013556572,0.014770565,0.037813131,0.041942556,0.152567944,0.101239978,0.066030296,0.08890055,0.142459613,0.289976634,0.768963983,3.484170669,0.725881878,0.488037044,0m
0.198680145,0.170295969,0.165857884,0.167729286,0.160059753,0.215188877,0.244978022,0.149278127,0.20538106,0.235162711,0.331586029,0.480245418,0.984210768,3.245987753,0.455629363,0.159322266,0m
0.402258027,0.045067182,0.045313037,0.044763388,0.027346548,0.016813145,0.074306068,0.207484582,0.171424736,0.159336676,0.218689889,0.363231205,0.864822876,3.48696359,0.674916876,0.464232193,0m
0.366877555,0.092259585,0.079529467,0.0928324,0.098023548,0.087375732,0.152327471,0.288567483,0.214608877,0.234833875,0.299353489,0.424676546,0.927439747,3.395421292,0.579268137,0.343343644,0m
0.349383944,0.160133164,0.145245741,0.153602058,0.194835924,0.210598633,0.397670659,0.206868911,0.159809042,0.184346052,0.262565268,0.40296491,0.892952038,3.292204719,0.565015718,0.341102607,0m
